date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:39:23	1285/1285	---M-Z	200	added ('OK')	text/html	etag:%22505-559700e8f2d79-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/l1/index.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/l1/index.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:23	1066/1066	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202017%2000:39:23%20GMT	http://web.cs.ucla.edu/classes/fall17/cs31/Submit/submission.cgi?asst=6	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Submit/submissionc983.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:24	11189/11189	---M-Z	200	added ('OK')	text/html	etag:%222bb5-55e4c03fee2bf-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/6/spec.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/6/spec.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:25	6150/6150	---M--	200	added ('OK')	text/x-c++src	etag:%221806-55d75a2cddd41%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/soln.cpp	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/5/soln.cpp	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:26	26362/26362	---M-Z	200	added ('OK')	text/html	etag:%2266fa-55e228753fe13-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/spec.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/5/spec.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:27	6563/6563	---M-Z	200	added ('OK')	text/html	etag:%2219a3-55e22858e2bce-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/faq.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/5/faq.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:28	12708/12708	---M-Z	200	added ('OK')	text/html	etag:%2231a4-55dd6ca7d3a0e-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/4/testing.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/4/testing.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:29	4158/4158	---M--	200	added ('OK')	text/x-c++src	etag:%22103e-55cbe9ff0f36e%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/4/soln.cpp	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/4/soln.cpp	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:30	17411/17411	---M-Z	200	added ('OK')	text/html	etag:%224403-55cd0d32a97e3-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/4/spec.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/4/spec.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:31	4820/4820	---M-Z	200	added ('OK')	text/html	etag:%2212d4-55ce70d429769-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/4/faq.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/4/faq.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:32	10850/10850	---M-Z	200	added ('OK')	text/html	etag:%222a62-55d49b2e0a0d0-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/3/testing.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/3/testing.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:33	6117/6117	---M--	200	added ('OK')	text/x-c++src	etag:%2217e5-55cda24131255%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/3/soln.cpp	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/3/soln.cpp	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:34	18523/18523	---M-Z	200	added ('OK')	text/html	etag:%22485b-55c3dacfc2be8-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/3/spec.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/3/spec.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:35	4411/4411	---M-Z	200	added ('OK')	text/html	etag:%22113b-55c02f095f548-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/3/faq.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/3/faq.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:36	3177/3177	---M-Z	200	added ('OK')	text/html	etag:%22c69-55c29203d1392-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/2/testing.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/2/testing.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:37	2303/2303	---M--	200	added ('OK')	text/x-c++src	etag:%228ff-55b4322a83324%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/2/soln.cpp	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/2/soln.cpp	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:38	1768/1768	---M-Z	200	added ('OK')	text/html	etag:%226e8-55b4319c18428-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/2/hwsoln.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/2/hwsoln.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:39	11381/11381	---M-Z	200	added ('OK')	text/html	etag:%222c75-55b5bbee0e850-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/2/spec.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/2/spec.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:40	6100/6100	---M-Z	200	added ('OK')	text/html	etag:%2217d4-55b9a4ae19848-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/2/faq.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/2/faq.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:41	8100/8100	---M-Z	200	added ('OK')	text/html	etag:%221fa4-55a9df0867368-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/1/spec.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/1/spec.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:42	7009/7009	---M-Z	200	added ('OK')	text/html	etag:%221b61-55ad030ed8e71-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/visualcpp.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/visualcpp.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:43	3514/3514	---M-Z	200	added ('OK')	text/html	etag:%22dba-55d7d6c1de42f-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/xcode.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/xcode.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:44	9458/9458	---M-Z	200	added ('OK')	text/html	etag:%2224f2-55ae71baa2dc2-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/linux.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/linux.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:45	6545/6545	---M-Z	200	added ('OK')	text/html	etag:%221991-5217dd40cd884-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/strings.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/strings.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:46	11648/11648	---M-Z	200	added ('OK')	text/html	etag:%222d80-55a9de41406ec-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/morestrings.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/morestrings.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:47	3048/3048	---M-Z	200	added ('OK')	text/html	etag:%22be8-4d22f8b58ef80-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/pseudocode.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/pseudocode.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:39:52	1489/1489	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202017%2000:39:51%20GMT	http://web.cs.ucla.edu/classes/fall17/cs31/collectexam.cgi?exam=mt2	./CS31/web.cs.ucla.edu/classes/fall17/cs31/collectexam9023.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:39:53	7665/7665	---M-Z	200	added ('OK')	text/html	etag:%221df1-55bf280baa279-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/3/stringexample.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/3/stringexample.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:39:55	26781/26781	---M--	200	added ('OK')	application/pdf	etag:%22689d-50859a89411b2%22	http://web.cs.ucla.edu/classes/fall17/cs31/Sampleproblems/ChangMidterm2.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Sampleproblems/ChangMidterm2.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:39:55	3812/3812	---M-Z	200	added ('OK')	text/html	etag:%22ee4-55bf25958d938-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/3/charsandints.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/3/charsandints.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:01	50064/50064	---M--	200	added ('OK')	application/pdf	etag:%22c390-5164b6e0e3d67%22	http://web.cs.ucla.edu/classes/fall17/cs31/Sampleproblems/ChangMidterm2Solution.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Sampleproblems/ChangMidterm2Solution.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:03	26302/26302	---M--	200	added ('OK')	application/pdf	etag:%2266be-5066d41299780%22	http://web.cs.ucla.edu/classes/fall17/cs31/Sampleproblems/ChangMidterm1.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Sampleproblems/ChangMidterm1.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:03	230/230	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Nov%202017%2000:40:01%20GMT	http://web.cs.ucla.edu/classes/fall17/cs31/collectexam.cgi?exam=mt1	./CS31/web.cs.ucla.edu/classes/fall17/cs31/collectexam17a2.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:05	115858/115858	---M--	200	added ('OK')	application/pdf	etag:%221c492-4911b136e8fc0%22	http://web.cs.ucla.edu/classes/fall17/cs31/debuggertalk.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/debuggertalk.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/contents.html)
16:40:05	27024/27024	---M--	200	added ('OK')	application/pdf	etag:%226990-5066d41852500%22	http://web.cs.ucla.edu/classes/fall17/cs31/Sampleproblems/ChangMidterm1Solution.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Sampleproblems/ChangMidterm1Solution.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:05	1825/1825	---M-Z	200	added ('OK')	text/html	etag:%22721-53ee20798f5c7-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/bitofstrings.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/bitofstrings.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:05	6415/6415	---M-Z	200	added ('OK')	text/html	etag:%22190f-55bdf7c5b2fb5-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/3/funcpractice.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/3/funcpractice.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:08	4341/4341	---M-Z	200	added ('OK')	text/html	etag:%2210f5-55c3a1e341fcc-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/recordings.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/recordings.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:09	2783/2783	---M-Z	200	added ('OK')	text/html	etag:%22adf-55d95742df7bd-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/experiencesurvey.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/experiencesurvey.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:10	2353/2353	---M-Z	200	added ('OK')	text/html	etag:%22931-5596dd707326c-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/cs97.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/cs97.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:11	1285/1285	---M-Z	200	added ('OK')	text/html	etag:%22505-559700e8f2d79-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/l1/	./CS31/web.cs.ucla.edu/classes/fall17/cs31/l1/index-2.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/syllabus.html)
16:40:11	74131/74131	---M--	200	added ('OK')	application/pdf	etag:%2212193-55bbed0fcbfc9%22	http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/01ifloops.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Worksheets/01ifloops.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/announcements.html)
16:40:11	1285/1285	---M-Z	200	added ('OK')	text/html	etag:%22505-559700e8f2d79-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/l2/	./CS31/web.cs.ucla.edu/classes/fall17/cs31/l2/index.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/syllabus.html)
16:40:11	842/842	---M-Z	200	added ('OK')	text/plain	etag:%2234a-4e854fe687c80-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/sirrobin.txt	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/sirrobin.txt	(from http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/index.html)
16:40:12	1047/1047	---M-Z	200	added ('OK')	text/plain	etag:%22417-55b2191fdd9b6-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/withholding.txt	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/withholding.txt	(from http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/index.html)
16:40:13	978/978	---M-Z	200	added ('OK')	text/plain	etag:%223d2-506a5d5822540-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/phonenumber.txt	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/phonenumber.txt	(from http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/index.html)
16:40:14	2457/2457	---M-Z	200	added ('OK')	text/plain	etag:%22999-5233720e7d78e-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/arrays.txt	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/arrays.txt	(from http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/index.html)
16:40:15	1249/1249	---M-Z	200	added ('OK')	text/plain	etag:%224e1-4ea9b3fcbe480-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/cstring.txt	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/cstring.txt	(from http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/index.html)
16:40:16	1492/1492	---M-Z	200	added ('OK')	text/plain	etag:%225d4-495ce9310dc80-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/target.txt	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/target.txt	(from http://web.cs.ucla.edu/classes/fall17/cs31/Codeexamples/index.html)
16:40:27	89639/89639	---M--	200	added ('OK')	application/pdf	etag:%2215e27-55c7727b7ba0c%22	http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/01soln.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Worksheets/01soln.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/index.html)
16:40:38	105881/105881	---M--	200	added ('OK')	application/pdf	etag:%2219d99-55c7728a3fc7f%22	http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/02loopsfuncs.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Worksheets/02loopsfuncs.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/index.html)
16:40:43	111283/111283	---M--	200	added ('OK')	application/pdf	etag:%221b2b3-55ce64419584f%22	http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/03arrays.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Worksheets/03arrays.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/index.html)
16:40:45	131170/131170	---M--	200	added ('OK')	application/pdf	etag:%2220062-55cf68a9ee173%22	http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/02soln.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Worksheets/02soln.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/index.html)
16:40:51	126475/126475	---M--	200	added ('OK')	application/pdf	etag:%221ee0b-55d68f316a666%22	http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/03soln.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Worksheets/03soln.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/index.html)
16:40:53	705/705	---M-Z	200	added ('OK')	text/html	etag:%222c1-5595a4e96d854-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/index.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/index-2.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/l1/index.html)
16:40:55	183/183	---M--	200	added ('OK')	text/x-chdr	etag:%22b7-55d759924c3e6%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/utilities.h	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/5/utilities.h	(from http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/spec.html)
16:40:58	2156/2156	---M--	200	added ('OK')	text/x-c++src	etag:%2286c-55d7599637983%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/utilities.cpp	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/5/utilities.cpp	(from http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/spec.html)
16:41:00	114993/114993	---M--	200	added ('OK')	application/pdf	etag:%221c131-55d93768288d9%22	http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/04cstrings.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Worksheets/04cstrings.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/index.html)
16:41:01	12/12	---M--	200	added ('OK')	text/plain	etag:%22c-55d74ab793674%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/smallwords.txt	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/5/smallwords.txt	(from http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/spec.html)
16:41:03	44764/44764	---M-Z	200	added ('OK')	text/plain	etag:%22aedc-55e7743fd0838-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/words.txt	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/5/words.txt	(from http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/spec.html)
16:41:03	250/250	---M--	403	error ('Forbidden')	text/html	date:Mon,%2027%20Nov%202017%2000:41:01%20GMT	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/linux.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/5/linux.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/Projects/5/spec.html)
16:41:05	98582/98582	---M--	200	added ('OK')	application/pdf	etag:%2218116-55e82e790536c%22	http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/05pointers.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Worksheets/05pointers.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/index.html)
16:41:05	1945/1945	---M-Z	200	added ('OK')	text/plain	etag:%22799-55bef1a9c70b6-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/3/encodeNote.txt	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/3/encodeNote.txt	(from http://web.cs.ucla.edu/classes/fall17/cs31/Projects/3/spec.html)
16:41:07	1619/1619	---M-Z	200	added ('OK')	text/html	etag:%22653-4e7f7f80e51c8-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/2/calc.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/2/calc.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/Projects/2/testing.html)
16:41:09	3067/3067	---M-Z	200	added ('OK')	text/html	etag:%22bfb-55b5bc90859c8-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/Projects/2/hw.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Projects/2/hw.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/Projects/2/spec.html)
16:41:09	158860/158860	---M--	200	added ('OK')	application/pdf	etag:%2226c8c-55e1e2ce49f40%22	http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/04soln.pdf	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Worksheets/04soln.pdf	(from http://web.cs.ucla.edu/classes/fall17/cs31/Worksheets/index.html)
16:41:09	1645/1645	---M-Z	200	added ('OK')	text/html	etag:%2266d-528ee857b1c90-gzip%22	http://web.cs.ucla.edu/classes/fall17/cs31/filenameext.html	./CS31/web.cs.ucla.edu/classes/fall17/cs31/filenameext.html	(from http://web.cs.ucla.edu/classes/fall17/cs31/Projects/1/spec.html)
16:41:25	57937/57937	---M--	200	added ('OK')	image/png	etag:%22e251-55a9dd27b3288%22	http://web.cs.ucla.edu/classes/fall17/cs31/Images/vsadditem.png	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Images/vsadditem.png	(from http://web.cs.ucla.edu/classes/fall17/cs31/visualcpp.html)
16:41:25	108193/108193	---M--	200	added ('OK')	image/png	etag:%221a6a1-55a9dd2854455%22	http://web.cs.ucla.edu/classes/fall17/cs31/Images/vsstart.png	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Images/vsstart.png	(from http://web.cs.ucla.edu/classes/fall17/cs31/visualcpp.html)
16:41:27	85017/85017	---M--	200	added ('OK')	image/png	etag:%2214c19-55a9dd27de737%22	http://web.cs.ucla.edu/classes/fall17/cs31/Images/vsnewproj.png	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Images/vsnewproj.png	(from http://web.cs.ucla.edu/classes/fall17/cs31/visualcpp.html)
16:41:29	8892/8892	---M--	200	added ('OK')	image/png	etag:%2222bc-4cb68d6d28200%22	http://web.cs.ucla.edu/classes/fall17/cs31/Images/cc-250.png	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Images/cc-250.png	(from http://web.cs.ucla.edu/classes/fall17/cs31/filenameext.html)
16:41:29	172/172	---M--	200	added ('OK')	image/png	etag:%22ac-4e777d6571b80%22	http://web.cs.ucla.edu/classes/fall17/cs31/Images/cpp.png	./CS31/web.cs.ucla.edu/classes/fall17/cs31/Images/cpp.png	(from http://web.cs.ucla.edu/classes/fall17/cs31/filenameext.html)
